run,arm,opponent_id,game_index,seat,outcome,source_id,source_record
combined_replicate,A_baseline,D01,50,first,win,S01,20052
combined_replicate,A_baseline,D01,51,second,win,S01,20053
combined_replicate,A_baseline,D01,52,first,loss,S01,20054
combined_replicate,A_baseline,D01,53,second,loss,S01,20055
combined_replicate,A_baseline,D01,54,first,win,S01,20056
combined_replicate,A_baseline,D01,55,second,win,S01,20057
combined_replicate,A_baseline,D01,56,first,loss,S01,20059
combined_replicate,A_baseline,D01,57,second,win,S01,20058
combined_replicate,A_baseline,D01,58,first,win,S01,20061
combined_replicate,A_baseline,D01,59,second,loss,S01,20060
combined_replicate,A_baseline,D01,60,first,win,S01,20062
combined_replicate,A_baseline,D01,61,second,loss,S01,20063
combined_replicate,A_baseline,D01,62,first,win,S01,20065
combined_replicate,A_baseline,D01,63,second,win,S01,20064
combined_replicate,A_baseline,D01,64,first,win,S01,20067
combined_replicate,A_baseline,D01,65,second,loss,S01,20066
combined_replicate,A_baseline,D01,66,first,win,S01,20068
combined_replicate,A_baseline,D01,67,second,win,S01,20069
combined_replicate,A_baseline,D01,68,first,win,S01,20071
combined_replicate,A_baseline,D01,69,second,loss,S01,20070
combined_replicate,A_baseline,D01,70,first,win,S01,20072
combined_replicate,A_baseline,D01,71,second,loss,S01,20073
combined_replicate,A_baseline,D01,72,first,win,S01,20074
combined_replicate,A_baseline,D01,73,second,win,S01,20075
combined_replicate,A_baseline,D01,74,first,win,S01,20076
combined_replicate,A_baseline,D01,75,second,win,S01,20077
combined_replicate,A_baseline,D01,76,first,loss,S01,20078
combined_replicate,A_baseline,D01,77,second,win,S01,20080
combined_replicate,A_baseline,D01,78,first,win,S01,20079
combined_replicate,A_baseline,D01,79,second,win,S01,20081
combined_replicate,A_baseline,D01,80,first,loss,S01,20082
combined_replicate,A_baseline,D01,81,second,loss,S01,20084
combined_replicate,A_baseline,D01,82,first,win,S01,20083
combined_replicate,A_baseline,D01,83,second,win,S01,20085
combined_replicate,A_baseline,D01,84,first,win,S01,20088
combined_replicate,A_baseline,D01,85,second,loss,S01,20087
combined_replicate,A_baseline,D01,86,first,loss,S01,20086
combined_replicate,A_baseline,D01,87,second,loss,S01,20089
combined_replicate,A_baseline,D01,88,first,win,S01,20090
combined_replicate,A_baseline,D01,89,second,win,S01,20091
combined_replicate,A_baseline,D01,90,first,win,S01,20092
combined_replicate,A_baseline,D01,91,second,win,S01,20093
combined_replicate,A_baseline,D01,92,first,loss,S01,20096
combined_replicate,A_baseline,D01,93,second,win,S01,20094
combined_replicate,A_baseline,D01,94,first,win,S01,20095
combined_replicate,A_baseline,D01,95,second,loss,S01,20097
combined_replicate,A_baseline,D01,96,first,loss,S01,20098
combined_replicate,A_baseline,D01,97,second,win,S01,20099
combined_replicate,A_baseline,D01,98,first,loss,S01,20100
combined_replicate,A_baseline,D01,99,second,loss,S01,20101
combined_replicate,A_baseline,D01,100,first,win,S01,20103
combined_replicate,A_baseline,D01,101,second,loss,S01,20102
combined_replicate,A_baseline,D01,102,first,win,S01,20104
combined_replicate,A_baseline,D01,103,second,win,S01,20105
combined_replicate,A_baseline,D01,104,first,win,S01,20106
combined_replicate,A_baseline,D01,105,second,win,S01,20107
combined_replicate,A_baseline,D01,106,first,loss,S01,20108
combined_replicate,A_baseline,D01,107,second,win,S01,20109
combined_replicate,A_baseline,D01,108,first,win,S01,20111
combined_replicate,A_baseline,D01,109,second,loss,S01,20112
combined_replicate,A_baseline,D01,110,first,win,S01,20110
combined_replicate,A_baseline,D01,111,second,loss,S01,20113
combined_replicate,A_baseline,D01,112,first,win,S01,20114
combined_replicate,A_baseline,D01,113,second,win,S01,20116
combined_replicate,A_baseline,D01,114,first,win,S01,20115
combined_replicate,A_baseline,D01,115,second,loss,S01,20117
combined_replicate,A_baseline,D01,116,first,win,S01,20118
combined_replicate,A_baseline,D01,117,second,win,S01,20119
combined_replicate,A_baseline,D01,118,first,win,S01,20120
combined_replicate,A_baseline,D01,119,second,win,S01,20121
combined_replicate,A_baseline,D01,120,first,loss,S01,20122
combined_replicate,A_baseline,D01,121,second,loss,S01,20123
combined_replicate,A_baseline,D01,122,first,loss,S01,20124
combined_replicate,A_baseline,D01,123,second,win,S01,20125
combined_replicate,A_baseline,D01,124,first,win,S01,20126
combined_replicate,A_baseline,D01,125,second,win,S01,20127
combined_replicate,A_baseline,D01,126,first,win,S01,20128
combined_replicate,A_baseline,D01,127,second,loss,S01,20129
combined_replicate,A_baseline,D01,128,first,win,S01,20130
combined_replicate,A_baseline,D01,129,second,loss,S01,20131
combined_replicate,A_baseline,D01,130,first,win,S01,20132
combined_replicate,A_baseline,D01,131,second,loss,S01,20133
combined_replicate,A_baseline,D01,132,first,win,S01,20134
combined_replicate,A_baseline,D01,133,second,loss,S01,20135
combined_replicate,A_baseline,D01,134,first,win,S01,20136
combined_replicate,A_baseline,D01,135,second,win,S01,20137
combined_replicate,A_baseline,D01,136,first,loss,S01,20138
combined_replicate,A_baseline,D01,137,second,loss,S01,20139
combined_replicate,A_baseline,D01,138,first,loss,S01,20140
combined_replicate,A_baseline,D01,139,second,loss,S01,20141
combined_replicate,A_baseline,D01,140,first,win,S01,20142
combined_replicate,A_baseline,D01,141,second,win,S01,20143
combined_replicate,A_baseline,D01,142,first,loss,S01,20144
combined_replicate,A_baseline,D01,143,second,win,S01,20145
combined_replicate,A_baseline,D01,144,first,loss,S01,20146
combined_replicate,A_baseline,D01,145,second,win,S01,20147
combined_replicate,A_baseline,D01,146,first,loss,S01,20148
combined_replicate,A_baseline,D01,147,second,loss,S01,20149
combined_replicate,A_baseline,D01,148,first,win,S01,20150
combined_replicate,A_baseline,D01,149,second,loss,S01,20151
combined_replicate,A_baseline,D01,150,first,win,S01,20152
combined_replicate,A_baseline,D01,151,second,loss,S01,20153
combined_replicate,A_baseline,D01,152,first,win,S01,20155
combined_replicate,A_baseline,D01,153,second,win,S01,20154
combined_replicate,A_baseline,D01,154,first,win,S01,20156
combined_replicate,A_baseline,D01,155,second,win,S01,20157
combined_replicate,A_baseline,D01,156,first,loss,S01,20158
combined_replicate,A_baseline,D01,157,second,loss,S01,20159
combined_replicate,A_baseline,D01,158,first,win,S01,20160
combined_replicate,A_baseline,D01,159,second,loss,S01,20161
combined_replicate,A_baseline,D01,160,first,win,S01,20162
combined_replicate,A_baseline,D01,161,second,loss,S01,20163
combined_replicate,A_baseline,D01,162,first,loss,S01,20164
combined_replicate,A_baseline,D01,163,second,win,S01,20165
combined_replicate,A_baseline,D01,164,first,loss,S01,20167
combined_replicate,A_baseline,D01,165,second,loss,S01,20166
combined_replicate,A_baseline,D01,166,first,win,S01,20168
combined_replicate,A_baseline,D01,167,second,win,S01,20169
combined_replicate,A_baseline,D01,168,first,loss,S01,20171
combined_replicate,A_baseline,D01,169,second,loss,S01,20170
combined_replicate,A_baseline,D01,170,first,win,S01,20172
combined_replicate,A_baseline,D01,171,second,loss,S01,20173
combined_replicate,A_baseline,D01,172,first,win,S01,20174
combined_replicate,A_baseline,D01,173,second,win,S01,20175
combined_replicate,A_baseline,D01,174,first,win,S01,20176
combined_replicate,A_baseline,D01,175,second,loss,S01,20177
combined_replicate,A_baseline,D01,176,first,loss,S01,20178
combined_replicate,A_baseline,D01,177,second,loss,S01,20179
combined_replicate,A_baseline,D01,178,first,loss,S01,20180
combined_replicate,A_baseline,D01,179,second,win,S01,20181
combined_replicate,A_baseline,D01,180,first,loss,S01,20183
combined_replicate,A_baseline,D01,181,second,loss,S01,20182
combined_replicate,A_baseline,D01,182,first,win,S01,20184
combined_replicate,A_baseline,D01,183,second,loss,S01,20185
combined_replicate,A_baseline,D01,184,first,loss,S01,20187
combined_replicate,A_baseline,D01,185,second,win,S01,20186
combined_replicate,A_baseline,D01,186,first,loss,S01,20188
combined_replicate,A_baseline,D01,187,second,loss,S01,20189
combined_replicate,A_baseline,D01,188,first,loss,S01,20190
combined_replicate,A_baseline,D01,189,second,win,S01,20191
combined_replicate,A_baseline,D01,190,first,win,S01,20192
combined_replicate,A_baseline,D01,191,second,win,S01,20193
combined_replicate,A_baseline,D01,192,first,loss,S01,20194
combined_replicate,A_baseline,D01,193,second,win,S01,20195
combined_replicate,A_baseline,D01,194,first,win,S01,20196
combined_replicate,A_baseline,D01,195,second,win,S01,20197
combined_replicate,A_baseline,D01,196,first,win,S01,20198
combined_replicate,A_baseline,D01,197,second,loss,S01,20199
combined_replicate,A_baseline,D01,198,first,win,S01,20200
combined_replicate,A_baseline,D01,199,second,win,S01,20201
combined_replicate,A_baseline,D01,200,first,win,S01,20202
combined_replicate,A_baseline,D01,201,second,loss,S01,20203
combined_replicate,A_baseline,D01,202,first,loss,S01,20204
combined_replicate,A_baseline,D01,203,second,loss,S01,20205
combined_replicate,A_baseline,D01,204,first,loss,S01,20206
combined_replicate,A_baseline,D01,205,second,loss,S01,20207
combined_replicate,A_baseline,D01,206,first,loss,S01,20208
combined_replicate,A_baseline,D01,207,second,win,S01,20209
combined_replicate,A_baseline,D01,208,first,loss,S01,20211
combined_replicate,A_baseline,D01,209,second,win,S01,20210
combined_replicate,A_baseline,D01,210,first,loss,S01,20212
combined_replicate,A_baseline,D01,211,second,loss,S01,20213
combined_replicate,A_baseline,D01,212,first,loss,S01,20214
combined_replicate,A_baseline,D01,213,second,loss,S01,20215
combined_replicate,A_baseline,D01,214,first,win,S01,20216
combined_replicate,A_baseline,D01,215,second,loss,S01,20217
combined_replicate,A_baseline,D01,216,first,win,S01,20218
combined_replicate,A_baseline,D01,217,second,win,S01,20219
combined_replicate,A_baseline,D01,218,first,win,S01,20220
combined_replicate,A_baseline,D01,219,second,win,S01,20221
combined_replicate,A_baseline,D01,220,first,win,S01,20222
combined_replicate,A_baseline,D01,221,second,loss,S01,20223
combined_replicate,A_baseline,D01,222,first,loss,S01,20224
combined_replicate,A_baseline,D01,223,second,loss,S01,20225
combined_replicate,A_baseline,D01,224,first,loss,S01,20226
combined_replicate,A_baseline,D01,225,second,loss,S01,20227
combined_replicate,A_baseline,D01,226,first,loss,S01,20228
combined_replicate,A_baseline,D01,227,second,loss,S01,20229
combined_replicate,A_baseline,D01,228,first,win,S01,20230
combined_replicate,A_baseline,D01,229,second,loss,S01,20231
combined_replicate,A_baseline,D01,230,first,loss,S01,20232
combined_replicate,A_baseline,D01,231,second,win,S01,20234
combined_replicate,A_baseline,D01,232,first,win,S01,20233
combined_replicate,A_baseline,D01,233,second,win,S01,20235
combined_replicate,A_baseline,D01,234,first,win,S01,20236
combined_replicate,A_baseline,D01,235,second,win,S01,20237
combined_replicate,A_baseline,D01,236,first,loss,S01,20238
combined_replicate,A_baseline,D01,237,second,loss,S01,20239
combined_replicate,A_baseline,D01,238,first,win,S01,20240
combined_replicate,A_baseline,D01,239,second,win,S01,20241
combined_replicate,A_baseline,D01,240,first,loss,S01,20242
combined_replicate,A_baseline,D01,241,second,loss,S01,20243
combined_replicate,A_baseline,D01,242,first,win,S01,20244
combined_replicate,A_baseline,D01,243,second,win,S01,20245
combined_replicate,A_baseline,D01,244,first,win,S01,20246
combined_replicate,A_baseline,D01,245,second,win,S01,20247
combined_replicate,A_baseline,D01,246,first,loss,S01,20248
combined_replicate,A_baseline,D01,247,second,loss,S01,20249
combined_replicate,A_baseline,D01,248,first,loss,S01,20250
combined_replicate,A_baseline,D01,249,second,win,S01,20251
combined_replicate,A_baseline,D01,250,first,loss,S01,20252
combined_replicate,A_baseline,D01,251,second,loss,S01,20255
combined_replicate,A_baseline,D01,252,first,win,S01,20254
combined_replicate,A_baseline,D01,253,second,win,S01,20253
combined_replicate,A_baseline,D01,254,first,loss,S01,20256
combined_replicate,A_baseline,D01,255,second,loss,S01,20257
combined_replicate,A_baseline,D01,256,first,win,S01,20259
combined_replicate,A_baseline,D01,257,second,loss,S01,20258
combined_replicate,A_baseline,D01,258,first,loss,S01,20260
combined_replicate,A_baseline,D01,259,second,loss,S01,20261
combined_replicate,A_baseline,D01,260,first,win,S01,20262
combined_replicate,A_baseline,D01,261,second,loss,S01,20263
combined_replicate,A_baseline,D01,262,first,loss,S01,20264
combined_replicate,A_baseline,D01,263,second,loss,S01,20265
combined_replicate,A_baseline,D01,264,first,win,S01,20267
combined_replicate,A_baseline,D01,265,second,win,S01,20266
combined_replicate,A_baseline,D01,266,first,win,S01,20268
combined_replicate,A_baseline,D01,267,second,loss,S01,20269
combined_replicate,A_baseline,D01,268,first,win,S01,20270
combined_replicate,A_baseline,D01,269,second,loss,S01,20271
combined_replicate,A_baseline,D01,270,first,loss,S01,20272
combined_replicate,A_baseline,D01,271,second,win,S01,20275
combined_replicate,A_baseline,D01,272,first,loss,S01,20273
combined_replicate,A_baseline,D01,273,second,win,S01,20274
combined_replicate,A_baseline,D01,274,first,win,S01,20276
combined_replicate,A_baseline,D01,275,second,loss,S01,20279
combined_replicate,A_baseline,D01,276,first,loss,S01,20277
combined_replicate,A_baseline,D01,277,second,win,S01,20278
combined_replicate,A_baseline,D01,278,first,loss,S01,20280
combined_replicate,A_baseline,D01,279,second,win,S01,20282
combined_replicate,A_baseline,D01,280,first,win,S01,20281
combined_replicate,A_baseline,D01,281,second,win,S01,20283
combined_replicate,A_baseline,D01,282,first,win,S01,20284
combined_replicate,A_baseline,D01,283,second,loss,S01,20286
combined_replicate,A_baseline,D01,284,first,win,S01,20285
combined_replicate,A_baseline,D01,285,second,win,S01,20287
combined_replicate,A_baseline,D01,286,first,loss,S01,20288
combined_replicate,A_baseline,D01,287,second,loss,S01,20290
combined_replicate,A_baseline,D01,288,first,win,S01,20291
combined_replicate,A_baseline,D01,289,second,win,S01,20289
combined_replicate,A_baseline,D01,290,first,win,S01,20292
combined_replicate,A_baseline,D01,291,second,loss,S01,20293
combined_replicate,A_baseline,D01,292,first,win,S01,20294
combined_replicate,A_baseline,D01,293,second,loss,S01,20295
combined_replicate,A_baseline,D01,294,first,loss,S01,20296
combined_replicate,A_baseline,D01,295,second,win,S01,20297
combined_replicate,A_baseline,D01,296,first,loss,S01,20299
combined_replicate,A_baseline,D01,297,second,win,S01,20298
combined_replicate,A_baseline,D01,298,first,loss,S01,20300
combined_replicate,A_baseline,D01,299,second,loss,S01,20301
combined_replicate,A_baseline,D01,300,first,loss,S01,20302
combined_replicate,A_baseline,D01,301,second,loss,S01,20303
combined_replicate,A_baseline,D01,302,first,win,S01,20304
combined_replicate,A_baseline,D01,303,second,win,S01,20305
combined_replicate,A_baseline,D01,304,first,win,S01,20306
combined_replicate,A_baseline,D01,305,second,loss,S01,20307
combined_replicate,A_baseline,D01,306,first,loss,S01,20308
combined_replicate,A_baseline,D01,307,second,loss,S01,20309
combined_replicate,A_baseline,D01,308,first,win,S01,20311
combined_replicate,A_baseline,D01,309,second,loss,S01,20310
combined_replicate,A_baseline,D01,310,first,win,S01,20312
combined_replicate,A_baseline,D01,311,second,loss,S01,20313
combined_replicate,A_baseline,D01,312,first,win,S01,20314
combined_replicate,A_baseline,D01,313,second,loss,S01,20315
combined_replicate,A_baseline,D01,314,first,loss,S01,20316
combined_replicate,A_baseline,D01,315,second,win,S01,20317
combined_replicate,A_baseline,D01,316,first,win,S01,20318
combined_replicate,A_baseline,D01,317,second,win,S01,20319
combined_replicate,A_baseline,D01,318,first,win,S01,20320
combined_replicate,A_baseline,D01,319,second,win,S01,20321
combined_replicate,A_baseline,D01,320,first,loss,S01,20323
combined_replicate,A_baseline,D01,321,second,loss,S01,20322
combined_replicate,A_baseline,D01,322,first,win,S01,20324
combined_replicate,A_baseline,D01,323,second,loss,S01,20325
combined_replicate,A_baseline,D01,324,first,win,S01,20327
combined_replicate,A_baseline,D01,325,second,loss,S01,20326
combined_replicate,A_baseline,D01,326,first,loss,S01,20328
combined_replicate,A_baseline,D01,327,second,win,S01,20329
combined_replicate,A_baseline,D01,328,first,loss,S01,20330
combined_replicate,A_baseline,D01,329,second,loss,S01,20331
combined_replicate,A_baseline,D01,330,first,win,S01,20332
combined_replicate,A_baseline,D01,331,second,loss,S01,20334
combined_replicate,A_baseline,D01,332,first,win,S01,20333
combined_replicate,A_baseline,D01,333,second,win,S01,20335
combined_replicate,A_baseline,D01,334,first,win,S01,20336
combined_replicate,A_baseline,D01,335,second,loss,S01,20337
combined_replicate,A_baseline,D01,336,first,win,S01,20338
combined_replicate,A_baseline,D01,337,second,loss,S01,20339
combined_replicate,A_baseline,D01,338,first,loss,S01,20340
combined_replicate,A_baseline,D01,339,second,win,S01,20342
combined_replicate,A_baseline,D01,340,first,win,S01,20341
combined_replicate,A_baseline,D01,341,second,win,S01,20343
combined_replicate,A_baseline,D01,342,first,win,S01,20344
combined_replicate,A_baseline,D01,343,second,loss,S01,20347
combined_replicate,A_baseline,D01,344,first,loss,S01,20345
combined_replicate,A_baseline,D01,345,second,win,S01,20346
combined_replicate,A_baseline,D01,346,first,win,S01,20348
combined_replicate,A_baseline,D01,347,second,loss,S01,20351
combined_replicate,A_baseline,D01,348,first,win,S01,20349
combined_replicate,A_baseline,D01,349,second,win,S01,20350
combined_replicate,A_baseline,D01,350,first,loss,S01,20352
combined_replicate,A_baseline,D01,351,second,loss,S01,20354
combined_replicate,A_baseline,D01,352,first,win,S01,20353
combined_replicate,A_baseline,D01,353,second,loss,S01,20355
combined_replicate,A_baseline,D01,354,first,win,S01,20356
combined_replicate,A_baseline,D01,355,second,win,S01,20358
combined_replicate,A_baseline,D01,356,first,loss,S01,20357
combined_replicate,A_baseline,D01,357,second,win,S01,20359
combined_replicate,A_baseline,D01,358,first,win,S01,20360
combined_replicate,A_baseline,D01,359,second,win,S01,20362
combined_replicate,A_baseline,D01,360,first,win,S01,20361
combined_replicate,A_baseline,D01,361,second,win,S01,20363
combined_replicate,A_baseline,D01,362,first,loss,S01,20364
combined_replicate,A_baseline,D01,363,second,loss,S01,20367
combined_replicate,A_baseline,D01,364,first,win,S01,20365
combined_replicate,A_baseline,D01,365,second,loss,S01,20366
combined_replicate,A_baseline,D01,366,first,win,S01,20368
combined_replicate,A_baseline,D01,367,second,loss,S01,20371
combined_replicate,A_baseline,D01,368,first,loss,S01,20370
combined_replicate,A_baseline,D01,369,second,loss,S01,20369
combined_replicate,A_baseline,D01,370,first,loss,S01,20372
combined_replicate,A_baseline,D01,371,second,loss,S01,20373
combined_replicate,A_baseline,D01,372,first,win,S01,20374
combined_replicate,A_baseline,D01,373,second,win,S01,20375
combined_replicate,A_baseline,D01,374,first,win,S01,20379
combined_replicate,A_baseline,D01,375,second,win,S01,20376
combined_replicate,A_baseline,D01,376,first,win,S01,20378
combined_replicate,A_baseline,D01,377,second,win,S01,20377
combined_replicate,A_baseline,D01,378,first,loss,S01,20380
combined_replicate,A_baseline,D01,379,second,win,S01,20381
combined_replicate,A_baseline,D01,380,first,win,S01,20383
combined_replicate,A_baseline,D01,381,second,loss,S01,20382
combined_replicate,A_baseline,D01,382,first,win,S01,20386
combined_replicate,A_baseline,D01,383,second,win,S01,20385
combined_replicate,A_baseline,D01,384,first,loss,S01,20384
combined_replicate,A_baseline,D01,385,second,win,S01,20387
combined_replicate,A_baseline,D01,386,first,win,S01,20388
combined_replicate,A_baseline,D01,387,second,loss,S01,20389
combined_replicate,A_baseline,D01,388,first,loss,S01,20390
combined_replicate,A_baseline,D01,389,second,loss,S01,20391
combined_replicate,A_baseline,D01,390,first,win,S01,20392
combined_replicate,A_baseline,D01,391,second,win,S01,20393
combined_replicate,A_baseline,D01,392,first,win,S01,20394
combined_replicate,A_baseline,D01,393,second,win,S01,20395
combined_replicate,A_baseline,D01,394,first,loss,S01,20397
combined_replicate,A_baseline,D01,395,second,loss,S01,20396
combined_replicate,A_baseline,D01,396,first,win,S01,20398
combined_replicate,A_baseline,D01,397,second,loss,S01,20399
combined_replicate,A_baseline,D01,398,first,loss,S01,20402
combined_replicate,A_baseline,D01,399,second,loss,S01,20401
combined_replicate,A_baseline,D02,0,first,win,S01,21599
combined_replicate,A_baseline,D02,1,second,loss,S01,21600
combined_replicate,A_baseline,D02,2,first,loss,S01,21601
combined_replicate,A_baseline,D02,3,second,loss,S01,21603
combined_replicate,A_baseline,D02,4,first,loss,S01,21605
combined_replicate,A_baseline,D02,5,second,loss,S01,21606
combined_replicate,A_baseline,D02,6,first,loss,S01,21607
combined_replicate,A_baseline,D02,7,second,loss,S01,21609
combined_replicate,A_baseline,D02,8,first,loss,S01,21610
combined_replicate,A_baseline,D02,9,second,loss,S01,21611
combined_replicate,A_baseline,D02,10,first,loss,S01,21612
combined_replicate,A_baseline,D02,11,second,win,S01,21613
combined_replicate,A_baseline,D02,12,first,loss,S01,21615
combined_replicate,A_baseline,D02,13,second,loss,S01,21614
combined_replicate,A_baseline,D02,14,first,win,S01,21616
combined_replicate,A_baseline,D02,15,second,loss,S01,21617
combined_replicate,A_baseline,D02,16,first,loss,S01,21618
combined_replicate,A_baseline,D02,17,second,win,S01,21619
combined_replicate,A_baseline,D02,18,first,loss,S01,21620
combined_replicate,A_baseline,D02,19,second,loss,S01,21624
combined_replicate,A_baseline,D02,20,first,win,S01,21622
combined_replicate,A_baseline,D02,21,second,loss,S01,21621
combined_replicate,A_baseline,D02,22,first,win,S01,21623
combined_replicate,A_baseline,D02,23,second,loss,S01,21625
combined_replicate,A_baseline,D02,24,first,loss,S01,21626
combined_replicate,A_baseline,D02,25,second,win,S01,21627
combined_replicate,A_baseline,D02,26,first,loss,S01,21628
combined_replicate,A_baseline,D02,27,second,loss,S01,21629
combined_replicate,A_baseline,D02,28,first,win,S01,21632
combined_replicate,A_baseline,D02,29,second,win,S01,21631
combined_replicate,A_baseline,D02,30,first,loss,S01,21630
combined_replicate,A_baseline,D02,31,second,loss,S01,21633
combined_replicate,A_baseline,D02,32,first,loss,S01,21634
combined_replicate,A_baseline,D02,33,second,win,S01,21636
combined_replicate,A_baseline,D02,34,first,loss,S01,21635
combined_replicate,A_baseline,D02,35,second,win,S01,21637
combined_replicate,A_baseline,D02,36,first,loss,S01,21639
combined_replicate,A_baseline,D02,37,second,win,S01,21638
combined_replicate,A_baseline,D02,38,first,win,S01,21640
combined_replicate,A_baseline,D02,39,second,loss,S01,21641
combined_replicate,A_baseline,D02,40,first,loss,S01,21642
combined_replicate,A_baseline,D02,41,second,loss,S01,21644
combined_replicate,A_baseline,D02,42,first,win,S01,21643
combined_replicate,A_baseline,D02,43,second,loss,S01,21645
combined_replicate,A_baseline,D02,44,first,loss,S01,21646
combined_replicate,A_baseline,D02,45,second,loss,S01,21647
combined_replicate,A_baseline,D02,46,first,loss,S01,21648
combined_replicate,A_baseline,D02,47,second,loss,S01,21649
combined_replicate,A_baseline,D02,48,first,loss,S01,21651
combined_replicate,A_baseline,D02,49,second,loss,S01,21650
combined_replicate,A_baseline,D02,50,first,win,S01,21652
combined_replicate,A_baseline,D02,51,second,loss,S01,21654
combined_replicate,A_baseline,D02,52,first,loss,S01,21653
combined_replicate,A_baseline,D02,53,second,win,S01,21656
combined_replicate,A_baseline,D02,54,first,loss,S01,21655
combined_replicate,A_baseline,D02,55,second,loss,S01,21659
combined_replicate,A_baseline,D02,56,first,loss,S01,21658
combined_replicate,A_baseline,D02,57,second,loss,S01,21660
combined_replicate,A_baseline,D02,58,first,win,S01,21657
combined_replicate,A_baseline,D02,59,second,loss,S01,21661
combined_replicate,A_baseline,D02,60,first,loss,S01,21663
combined_replicate,A_baseline,D02,61,second,loss,S01,21662
combined_replicate,A_baseline,D02,62,first,loss,S01,21664
combined_replicate,A_baseline,D02,63,second,loss,S01,21666
combined_replicate,A_baseline,D02,64,first,loss,S01,21667
combined_replicate,A_baseline,D02,65,second,win,S01,21665
combined_replicate,A_baseline,D02,66,first,loss,S01,21668
combined_replicate,A_baseline,D02,67,second,loss,S01,21670
combined_replicate,A_baseline,D02,68,first,win,S01,21669
combined_replicate,A_baseline,D02,69,second,win,S01,21671
combined_replicate,A_baseline,D02,70,first,win,S01,21672
combined_replicate,A_baseline,D02,71,second,loss,S01,21673
combined_replicate,A_baseline,D02,72,first,loss,S01,21675
combined_replicate,A_baseline,D02,73,second,win,S01,21674
combined_replicate,A_baseline,D02,74,first,loss,S01,21676
combined_replicate,A_baseline,D02,75,second,loss,S01,21677
combined_replicate,A_baseline,D02,76,first,loss,S01,21678
combined_replicate,A_baseline,D02,77,second,loss,S01,21680
combined_replicate,A_baseline,D02,78,first,loss,S01,21679
combined_replicate,A_baseline,D02,79,second,loss,S01,21681
combined_replicate,A_baseline,D02,80,first,loss,S01,21683
combined_replicate,A_baseline,D02,81,second,loss,S01,21682
combined_replicate,A_baseline,D02,82,first,win,S01,21684
combined_replicate,A_baseline,D02,83,second,loss,S01,21686
combined_replicate,A_baseline,D02,84,first,loss,S01,21687
combined_replicate,A_baseline,D02,85,second,win,S01,21685
combined_replicate,A_baseline,D02,86,first,loss,S01,21688
combined_replicate,A_baseline,D02,87,second,loss,S01,21689
